Year,Week,Beat,District
2022,44,1713,17.0
2022,49,333,3.0
2023,42,2423,24.0
2023,34,2512,25.0
2020,20,334,3.0
2021,3,1225,12.0
2021,43,235,2.0
2022,42,2424,24.0
2020,43,1621,16.0
2019,18,1112,11.0
2021,8,1414,14.0
2020,20,1121,11.0
2021,9,1225,12.0
2019,17,114,1.0
2023,5,1231,12.0
2021,35,1613,16.0
2021,19,1113,11.0
2022,46,112,1.0
2020,1,1654,16.0
2019,28,2234,22.0
2022,52,232,2.0
2021,39,935,9.0
2022,34,1655,16.0
2020,16,1833,18.0
2021,48,122,1.0
2021,14,1111,11.0
2019,9,1125,11.0
2020,22,1914,19.0
2021,25,211,2.0
2019,27,2423,24.0
2023,28,1653,16.0
2019,39,1822,18.0
2022,36,1813,18.0
2022,17,914,9.0
2020,46,1912,19.0
2022,10,431,4.0
2023,34,1733,17.0
2019,28,2221,22.0
2023,7,1411,14.0
2022,21,833,8.0
2021,53,224,2.0
2019,26,131,1.0
2019,39,1823,18.0
2022,3,2221,22.0
2022,40,123,1.0
2019,6,223,2.0
2019,20,1933,19.0
2020,26,2523,25.0
2019,3,124,1.0
2020,17,832,8.0
2020,9,2534,25.0
2021,27,424,4.0
2023,3,726,7.0
2019,13,114,1.0
2019,37,712,24.0
2019,34,1113,11.0
2022,26,1223,12.0
2019,29,1612,16.0
2019,5,1913,19.0
2020,45,1921,19.0
2020,23,912,9.0
2023,1,911,9.0
2019,41,1133,11.0
2023,25,1614,16.0
2021,43,215,2.0
2020,51,225,2.0
2021,35,1915,19.0
2020,2,1634,16.0
2021,13,725,7.0
2022,3,2411,24.0
2021,51,114,1.0
2021,34,913,9.0
2020,43,611,6.0
2021,39,2011,20.0
2020,26,715,7.0
2021,35,331,3.0
2020,17,424,4.0
2023,25,2211,22.0
2023,26,932,9.0
2020,15,1651,16.0
2019,11,2024,20.0
2020,40,912,9.0
2020,14,212,2.0
2023,52,2513,25.0
2021,22,1531,15.0
2023,24,1813,18.0
2023,39,1632,16.0
2021,3,311,3.0
2021,32,712,7.0
2021,53,1112,11.0
2019,11,314,3.0
2019,6,1522,15.0
2023,18,631,6.0
2021,42,912,9.0
2023,10,124,1.0
2020,49,1113,11.0
2020,25,1813,18.0
2022,32,2033,20.0
2019,31,1914,19.0
2020,34,2423,24.0
2023,37,2423,24.0
2021,3,715,7.0
2019,46,631,6.0
2020,29,432,4.0
2022,38,2433,24.0
2021,14,933,9.0
2023,2,1014,10.0
2020,46,431,4.0
2023,3,1433,14.0
2023,7,2032,20.0
2021,50,1023,10.0
2023,4,1134,11.0
2023,22,1424,14.0
2023,28,2513,25.0
2022,50,1223,12.0
2022,44,2524,25.0
2019,32,715,7.0
2019,14,1833,18.0
2022,11,2532,25.0
2020,12,2222,22.0
2019,18,114,1.0
2021,35,812,8.0
2023,4,812,8.0
2019,42,1811,18.0
2021,15,933,9.0
2023,41,423,4.0
2021,15,111,1.0
2019,2,225,2.0
2021,46,211,2.0
2022,48,1214,12.0
2022,11,1722,17.0
2021,49,433,4.0
2022,7,123,1.0
2022,5,1612,16.0
2020,49,1235,12.0
2023,6,1932,19.0
2019,47,811,8.0
2020,21,2221,22.0
2019,34,612,6.0
2019,7,825,8.0
2021,38,1722,17.0
2020,23,1031,10.0
2021,17,2232,22.0
2020,5,225,2.0
2023,22,1211,12.0
2021,28,225,2.0
2019,42,2515,25.0
2021,50,112,1.0
2019,36,424,4.0
2023,45,622,6.0
2019,31,834,8.0
2023,23,2511,25.0
2019,36,1124,11.0
2023,31,2514,25.0
2020,26,2522,25.0
2022,3,1034,10.0
2023,24,1624,16.0
2021,16,221,2.0
2022,36,1731,17.0
2023,26,1634,16.0
2022,18,414,4.0
2023,1,811,8.0
2021,2,722,7.0
2023,8,2222,22.0
2021,1,2012,20.0
2023,42,533,5.0
2021,27,1223,12.0
2019,13,1231,12.0
2023,38,1915,19.0
2020,14,2212,22.0
2022,39,1231,12.0
2021,25,131,1.0
2023,10,1112,11.0
2021,51,1723,17.0
2020,12,712,7.0
2023,28,735,7.0
2020,52,211,2.0
2023,45,911,9.0
2022,46,1212,12.0
2019,48,221,2.0
2023,42,2521,25.0
2023,41,1622,16.0
2023,29,2524,25.0
2022,5,1834,18.0
2023,17,214,2.0
2022,36,1822,18.0
2020,7,2422,24.0
2021,52,2533,25.0
2022,12,732,7.0
2022,33,726,7.0
2022,33,713,7.0
2023,8,523,5.0
2021,34,513,5.0
2020,51,1925,19.0
2021,8,1622,16.0
2019,22,2213,22.0
2019,34,711,7.0
2021,37,1511,15.0
2020,25,214,2.0
2020,32,611,6.0
2023,35,412,4.0
2023,1,132,1.0
2020,45,1215,12.0
2020,50,632,6.0
2022,44,1532,15.0
2022,37,215,2.0
2021,47,111,1.0
2022,51,234,2.0
2023,40,2022,20.0
2021,23,1012,10.0
2019,45,714,7.0
2020,3,432,4.0
2021,37,324,3.0
2022,4,913,9.0
2019,49,1634,16.0
2022,24,1023,10.0
2019,13,1935,19.0
2023,10,1913,19.0
2022,5,1133,11.0
2023,38,533,5.0
2022,22,612,6.0
2021,9,832,8.0
2023,26,2222,22.0
2023,24,1424,14.0
2022,51,1653,16.0
2023,36,2422,24.0
2020,36,723,7.0
2022,22,1121,11.0
2020,37,322,3.0
2022,32,1022,10.0
2022,25,1021,10.0
2020,34,835,8.0
2019,14,1925,19.0
2023,36,1423,14.0
2021,10,531,5.0
2019,35,312,3.0
2020,5,433,4.0
2021,46,1522,15.0
2019,40,225,2.0
2020,49,1923,19.0
2020,47,523,5.0
2021,26,733,7.0
2021,20,811,8.0
2021,49,2031,20.0
2019,18,1823,18.0
2020,37,524,5.0
2019,49,1124,11.0
2019,46,633,6.0
2019,23,613,6.0
2020,46,532,5.0
2019,46,1923,19.0
2022,18,1233,12.0
2019,18,2533,25.0
2019,17,1232,12.0
2023,45,1821,18.0
2021,21,2523,25.0
2023,30,133,1.0
2021,14,1213,12.0
2023,9,1114,11.0
2021,35,1412,14.0
2019,15,1924,19.0
2020,5,1233,12.0
2022,48,114,1.0
2023,39,2522,25.0
2019,37,1135,11.0
2020,35,225,2.0
2023,8,1933,19.0
2023,30,2411,24.0
2019,44,1532,15.0
2023,21,2234,22.0
2020,52,2031,20.0
2019,11,934,9.0
2021,2,1824,18.0
2021,53,612,6.0
2019,6,725,7.0
2019,38,1021,10.0
2022,11,934,9.0
2020,37,1933,19.0
2021,50,1122,11.0
2023,28,1622,16.0
2019,48,132,1.0
2022,7,513,5.0
2020,21,1211,12.0
2021,31,1512,15.0
2021,52,724,7.0
2020,40,1133,11.0
2020,35,2423,24.0
2019,21,421,4.0
2019,4,333,3.0
2020,6,2533,25.0
2019,22,1921,19.0
2020,25,411,4.0
2023,3,1423,14.0
2021,44,1431,14.0
2023,45,2032,20.0
2019,3,432,4.0
2020,48,835,8.0
2019,33,421,4.0
2020,37,1021,10.0
2021,49,923,9.0
2021,2,214,2.0
2022,2,2234,22.0
2019,36,1422,14.0
2020,1,925,9.0
2019,38,321,3.0
2019,8,332,3.0
2019,34,734,7.0
2023,32,1731,17.0
2019,21,1513,15.0
2020,6,2023,20.0
2019,29,2213,22.0
2022,47,2531,25.0
2023,7,112,1.0
2020,2,2522,25.0
2019,29,1422,14.0
2019,10,511,5.0
2021,40,1014,10.0
2021,36,422,4.0
2019,28,1121,11.0
2019,29,1653,16.0
2022,44,512,5.0
2022,3,323,3.0
2019,18,433,4.0
2023,9,1032,10.0
2021,24,122,1.0
2021,15,1622,16.0
2020,50,133,1.0
2023,8,533,5.0
2022,19,2412,24.0
2020,40,831,8.0
2020,38,122,1.0
2020,13,411,4.0
2022,21,1924,19.0
2020,40,1111,11.0
2021,4,2232,22.0
2021,11,611,6.0
2022,17,2423,24.0
2019,44,1223,12.0
2020,29,1434,14.0
2023,24,511,5.0
2019,34,1611,16.0
2020,50,2511,25.0
2020,40,1924,19.0
2022,49,2424,24.0
2020,24,311,3.0
2023,17,331,3.0
2023,26,2033,20.0
2021,2,1733,17.0
2019,52,1013,10.0
2020,24,932,9.0
2019,20,1915,19.0
2019,49,1022,10.0
2020,36,421,4.0
2022,35,214,2.0
2021,1,1114,11.0
2020,5,1935,19.0
2022,8,1123,11.0
2021,43,532,5.0
2022,18,523,5.0
2020,53,1915,19.0
2019,33,2012,20.0
2021,21,1211,12.0
2020,12,1211,12.0
2020,35,121,1.0
2020,3,513,5.0
2023,10,1225,12.0
2019,40,2233,22.0
2020,33,321,3.0
2023,20,711,7.0
2021,34,1033,10.0
2022,25,113,1.0
2021,27,1653,16.0
2022,3,611,6.0
2020,27,313,3.0
2019,3,1611,16.0
2022,21,1634,16.0
2021,11,2531,25.0
2020,2,715,7.0
2021,49,524,5.0
2020,29,1933,19.0
2023,2,1222,12.0
2019,30,1932,19.0
2023,26,1233,12.0
2020,34,114,1.0
2019,2,532,5.0
2021,41,1133,11.0
2022,13,711,7.0
2022,45,314,3.0
2023,2,921,9.0
2019,1,1823,18.0
2023,44,422,4.0
2021,24,332,3.0
2021,39,124,1.0
2022,19,1115,11.0
2022,29,421,4.0
2022,4,833,8.0
2019,13,2513,25.0
2021,1,322,3.0
2021,21,322,3.0
2019,40,235,2.0
2020,19,834,8.0
2020,8,822,8.0
2022,31,1221,12.0
2019,49,823,8.0
2022,47,1232,12.0
2019,18,1132,11.0
2021,50,631,6.0
2022,22,231,2.0
2019,30,221,2.0
2019,8,911,9.0
2021,9,735,7.0
2020,52,815,8.0
2021,39,1131,11.0
2021,50,1231,12.0
2022,31,1115,11.0
2023,19,2512,25.0
2021,19,533,5.0
2020,37,433,4.0
2019,45,1024,10.0
2021,11,1652,16.0
2020,8,2024,20.0
2019,18,1833,18.0
2021,18,1934,19.0
2022,20,1823,18.0
2019,41,231,2.0
2023,37,634,6.0
2022,52,1132,11.0
2019,37,412,4.0
2019,2,1611,16.0
2019,34,1812,18.0
2022,33,1133,11.0
2021,51,1914,19.0
2019,13,1524,15.0
2023,38,1713,17.0
2023,41,933,9.0
2020,11,622,6.0
2021,30,2514,25.0
2020,36,222,2.0
2021,4,1623,16.0
2023,11,411,4.0
2021,17,234,2.0
2021,19,724,7.0
2021,25,2024,20.0
2020,44,221,2.0
2022,5,2422,24.0
2021,31,512,5.0
2021,19,131,1.0
2022,48,1914,19.0
2019,11,511,5.0
2023,17,1021,10.0
2021,48,121,1.0
2021,30,1723,17.0
2021,5,234,2.0
2022,27,1814,18.0
2022,12,1634,16.0
2020,37,211,2.0
2019,31,124,1.0
2019,30,1614,16.0
2021,39,311,3.0
2022,15,1423,14.0
2019,22,431,4.0
2021,29,726,7.0
2023,39,235,2.0
2019,33,912,9.0
2021,30,1034,10.0
2023,10,1612,16.0
2021,34,813,8.0
2021,4,1223,12.0
2021,47,2534,25.0
2019,19,2512,25.0
2023,30,2423,24.0
2020,12,2221,22.0
2022,24,224,2.0
2021,53,1114,11.0
2020,20,1633,16.0
2021,24,331,3.0
2020,19,121,1.0
2023,33,1233,12.0
2023,12,1531,15.0
2019,19,1113,11.0
2020,30,633,6.0
2020,24,1722,17.0
2023,32,834,8.0
2019,49,421,4.0
2019,7,1125,11.0
2021,25,512,5.0
2023,17,2514,25.0
2023,52,1614,16.0
2019,10,1923,19.0
2019,4,1913,19.0
2022,5,1222,12.0
2022,28,832,8.0
2020,40,512,5.0
2020,10,2013,20.0
2019,12,621,6.0
2023,11,1652,16.0
2023,16,522,5.0
2020,25,712,7.0
2021,43,824,8.0
2023,23,1034,10.0
2022,27,2023,20.0
2021,3,2233,22.0
2023,32,1021,10.0
2021,5,422,4.0
2019,29,834,8.0
2022,3,511,5.0
2022,27,1923,19.0
2020,53,1033,10.0
2023,36,1411,14.0
2022,50,1513,15.0
2020,6,711,7.0
2023,38,914,9.0
2020,6,513,5.0
2020,4,622,6.0
2019,44,2432,24.0
2023,26,531,5.0
2022,39,1013,10.0
2023,4,2525,25.0
2023,30,1225,12.0
2019,30,225,2.0
2021,42,2031,20.0
2019,7,2521,25.0
2023,8,1432,14.0
2021,3,2234,22.0
2022,27,424,4.0
2023,37,2431,24.0
2020,41,1654,16.0
2023,20,1522,15.0
2019,38,1433,14.0
2022,43,1823,18.0
2019,50,735,7.0
2023,29,922,9.0
2023,7,823,8.0
2021,37,511,5.0
2023,1,1512,15.0
2019,8,923,9.0
2022,17,522,5.0
2022,8,2534,25.0
2021,48,1833,18.0
2022,2,1513,15.0
2020,12,1215,12.0
2022,16,2532,25.0
2023,18,2031,20.0
2019,1,313,3.0
2023,14,1811,18.0
2019,36,1123,11.0
2023,32,2413,24.0
2021,17,412,4.0
2023,5,1812,18.0
2019,12,1421,14.0
2022,18,2531,25.0
2021,11,1915,19.0
2021,14,1724,17.0
2022,27,114,1.0
2022,27,1024,10.0
2022,41,1911,19.0
2019,43,532,5.0
2023,1,1811,18.0
2021,36,1034,10.0
2022,47,1633,16.0
2020,16,1024,10.0
2023,26,434,4.0
2019,14,1014,10.0
2020,5,932,9.0
2020,24,825,8.0
2022,26,423,4.0
2022,13,235,2.0
2019,25,1532,15.0
2021,16,724,7.0
2019,25,1921,19.0
2022,10,1811,18.0
2020,24,834,8.0
2021,36,621,6.0
2022,12,1913,19.0
2019,2,523,5.0
2019,18,533,5.0
2020,20,2213,22.0
2019,9,1612,16.0
2021,36,123,1.0
2021,25,421,4.0
2023,3,311,3.0
2020,6,1612,16.0
2020,49,413,4.0
2022,3,732,7.0
2023,34,2433,24.0
2019,40,1633,16.0
2020,16,1932,19.0
2023,18,511,5.0
2019,18,2222,22.0
2021,34,1622,16.0
2019,5,934,9.0
2019,49,1912,19.0
2023,24,931,9.0
2022,10,1225,12.0
2021,41,1532,15.0
2020,42,433,4.0
2021,27,712,7.0
2019,1,723,7.0
2020,44,1221,12.0
2023,24,815,8.0
2022,36,921,9.0
2023,43,413,4.0
2023,21,1112,11.0
2020,32,623,6.0
2022,10,831,8.0
2023,10,915,9.0
2023,44,311,3.0
2021,49,611,6.0
2021,4,2534,25.0
2022,39,631,6.0
2022,26,233,2.0
2023,40,1622,16.0
2019,21,1812,18.0
2019,35,1622,16.0
2019,15,1224,12.0
2023,4,1512,15.0
2019,37,133,1.0
2020,23,1222,12.0
2022,28,825,8.0
2021,33,1524,15.0
2020,5,2525,25.0
2020,1,2213,22.0
2023,7,1924,19.0
2019,23,1633,16.0
2020,20,1913,19.0
2022,39,533,5.0
2021,22,911,9.0
2021,41,833,8.0
2019,49,1114,11.0
2022,26,1524,15.0
2019,21,631,6.0
2021,22,2523,25.0
2020,26,725,7.0
2023,44,1121,11.0
2019,1,914,9.0
2020,11,732,7.0
2020,1,1211,12.0
2020,48,932,9.0
2019,25,1911,19.0
2021,20,2511,25.0
2023,15,114,1.0
2022,1,1831,18.0
2022,25,921,9.0
2020,45,414,4.0
2020,22,1231,12.0
2020,19,1821,18.0
2021,40,731,7.0
2022,6,1421,14.0
2021,27,1423,14.0
2019,33,1931,19.0
2019,46,733,7.0
2019,37,931,9.0
2019,45,2433,24.0
2019,7,1111,11.0
2020,30,1913,19.0
2023,26,215,2.0
2023,34,2024,20.0
2019,40,1935,19.0
2022,5,1115,11.0
2021,9,823,8.0
2021,26,2223,22.0
2021,1,825,8.0
2021,35,1411,14.0
2019,29,1633,16.0
2023,11,1135,11.0
2019,37,2032,20.0
2021,40,2514,25.0
2021,53,1434,14.0
2022,13,1912,19.0
2020,27,2223,22.0
2021,32,1722,17.0
2022,37,112,1.0
2020,52,232,2.0
2023,14,312,3.0
2023,34,223,2.0
2019,32,1935,19.0
2019,32,634,6.0
2023,27,114,1.0
2022,15,121,1.0
2019,46,1654,16.0
2020,38,1712,17.0
2021,44,2512,25.0
2020,24,1123,11.0
2020,37,1632,16.0
2019,46,1121,11.0
2022,1,1733,17.0
2019,25,2422,24.0
2022,52,632,6.0
2021,52,1814,18.0
2021,12,925,9.0
2022,25,524,5.0
2020,31,1114,11.0
2021,23,1013,10.0
2021,45,1532,15.0
2023,17,1121,11.0
2023,18,1934,19.0
2022,47,1655,16.0
2019,39,421,4.0
2019,17,424,4.0
2022,7,631,6.0
2019,26,221,2.0
2021,41,834,8.0
2020,26,1655,16.0
2019,35,1613,16.0
2020,24,2234,22.0
2022,20,1624,16.0
2020,6,234,2.0
2021,42,1023,10.0
2023,5,1111,11.0
2021,26,1222,12.0
2023,25,831,8.0
2019,36,2212,22.0
2019,35,1511,15.0
2019,32,2222,22.0
2021,34,223,2.0
2022,31,1135,11.0
2022,38,1134,11.0
2020,10,1433,14.0
2020,22,933,9.0
2019,8,832,8.0
2021,44,1235,12.0
2023,14,713,7.0
2023,16,1121,11.0
2022,39,1433,14.0
2021,36,1414,14.0
2021,19,735,7.0
2021,18,312,3.0
2019,8,1935,19.0
2021,47,2433,24.0
2022,32,1212,12.0
2021,41,2213,22.0
2023,7,1023,10.0
2019,40,726,7.0
2022,9,831,8.0
2019,36,1011,10.0
2021,23,723,7.0
2022,2,2013,20.0
2023,10,2513,25.0
2019,25,2531,25.0
2020,47,221,2.0
2020,11,1912,19.0
2022,42,211,2.0
2019,23,2222,22.0
2022,23,1831,18.0
2019,8,1235,12.0
2021,51,912,9.0
2021,32,713,7.0
2023,37,614,6.0
2021,44,235,2.0
2021,19,233,2.0
2023,5,2423,24.0
2020,15,924,9.0
2019,42,915,9.0
2020,2,915,9.0
2020,4,2531,25.0
2021,42,1434,14.0
2021,53,233,2.0
2022,35,631,6.0
2023,3,122,1.0
2019,15,623,6.0
2019,3,1913,19.0
2022,27,1413,14.0
2023,44,934,9.0
2022,26,1822,18.0
2021,45,2525,25.0
2023,20,813,8.0
2020,14,2031,20.0
2019,30,711,7.0
2023,45,1024,10.0
2022,1,1211,12.0
2021,1,822,8.0
2021,1,132,1.0
2020,8,1733,17.0
2023,15,1413,14.0
2019,25,1215,12.0
2020,39,1133,11.0
2019,3,2512,25.0
2020,37,2233,22.0
2019,6,835,8.0
2021,6,2521,25.0
2023,5,1652,16.0
2022,24,832,8.0
2019,39,1135,11.0
2021,25,1914,19.0
2019,20,1834,18.0
2023,39,833,8.0
2020,13,311,3.0
2022,6,1124,11.0
2021,21,1231,12.0
2020,26,112,1.0
2023,17,211,2.0
2023,17,831,8.0
2023,15,1651,16.0
2019,47,723,7.0
2019,23,222,2.0
2023,18,1824,18.0
2019,45,213,2.0
2022,16,312,3.0
2020,18,2234,22.0
2023,42,822,8.0
2021,10,1653,16.0
2020,42,1811,18.0
2020,17,312,3.0
2021,23,1813,18.0
2022,24,1433,14.0
2020,26,111,1.0
2020,36,512,5.0
2019,34,1824,18.0
2022,1,235,2.0
2022,47,1011,10.0
2021,32,2011,20.0
2020,42,723,7.0
2022,13,1232,12.0
2020,6,1023,10.0
2019,37,2424,24.0
2020,32,632,6.0
2019,27,1214,12.0
2021,3,1931,19.0
2023,37,2514,25.0
2023,43,2013,20.0
2022,26,1233,12.0
2021,49,1933,19.0
2021,30,623,6.0
2019,43,1922,19.0
2023,42,712,7.0
2020,3,2422,24.0
2023,39,1914,19.0
2020,35,133,1.0
2020,49,2523,25.0
2021,31,614,6.0
2020,33,1112,11.0
2023,6,533,5.0
2021,9,725,7.0
2021,11,1935,19.0
2019,52,623,6.0
2021,4,215,2.0
2020,44,531,5.0
2021,23,1654,16.0
2023,1,1653,16.0
2022,10,2221,22.0
2020,24,313,3.0
2021,10,1531,15.0
2020,45,2412,24.0
2023,5,633,6.0
2019,1,713,7.0
2019,3,1512,15.0
2023,12,1412,14.0
2020,35,1814,18.0
2021,30,1213,12.0
2023,30,431,4.0
2022,10,1032,10.0
2023,8,733,7.0
2022,16,331,3.0
2019,15,912,9.0
2020,2,1232,12.0
2022,25,332,3.0
2022,39,2221,22.0
2023,30,1433,14.0
2022,19,934,9.0
2020,27,633,6.0
2019,10,431,4.0
2021,42,1022,10.0
2021,49,1431,14.0
2023,24,433,4.0
2021,14,524,5.0
2021,8,922,9.0
2023,6,1622,16.0
2023,35,414,4.0
2019,15,2024,20.0
2023,36,1932,19.0
2023,5,2012,20.0
2020,22,1124,11.0
2023,1,2013,20.0
2019,48,1935,19.0
2023,29,412,4.0
2021,7,1712,17.0
2020,50,1732,17.0
2019,12,1125,11.0
2021,53,824,8.0
2020,12,2522,25.0
2019,32,1821,18.0
2023,12,2523,25.0
2023,21,1712,17.0
2021,7,1833,18.0
2021,34,1421,14.0
2020,37,2234,22.0
2020,39,2032,20.0
2022,42,1811,18.0
2022,24,1432,14.0
2020,24,921,9.0
2022,42,1731,17.0
2020,37,1212,12.0
2023,13,2233,22.0
2021,42,2022,20.0
2023,28,933,9.0
2023,8,1824,18.0
2022,5,222,2.0
2020,11,1412,14.0
2019,6,1434,14.0
2019,38,612,6.0
2023,38,1013,10.0
2021,25,413,4.0
2019,23,434,4.0
2023,28,2212,22.0
2020,23,1433,14.0
2020,27,2535,25.0
2022,51,2513,25.0
2020,35,825,8.0
2021,11,1631,16.0
2021,16,1655,16.0
2020,24,1135,11.0
2020,30,924,9.0
2022,46,2424,24.0
2022,23,112,1.0
2022,47,313,3.0
2019,23,633,6.0
2021,40,132,1.0
2021,34,1924,19.0
2022,42,531,5.0
2021,33,712,7.0
2021,5,732,7.0
2022,50,123,1.0
2023,18,823,8.0
2019,6,2413,24.0
2019,33,322,3.0
2020,26,2221,22.0
2019,5,1832,18.0
2020,1,1115,11.0
2019,6,1832,18.0
2022,13,1632,16.0
2020,38,313,3.0
2021,24,1732,17.0
2022,13,1623,16.0
2019,4,1922,19.0
2021,23,1411,14.0
2023,6,612,6.0
2021,34,413,4.0
2022,51,723,7.0
2022,28,231,2.0
2019,28,2033,20.0
2023,16,333,3.0
2019,40,2411,24.0
2022,1,733,7.0
2020,46,1434,14.0
2021,37,123,1.0
2023,20,1125,11.0
2021,9,1613,16.0
2021,35,2234,22.0
2019,5,334,3.0
2022,24,2223,22.0
2020,22,1834,18.0
2022,5,2423,24.0
2023,24,1125,11.0
2022,13,1831,18.0
2023,12,2423,24.0
2019,6,2011,20.0
2023,35,332,3.0
2019,7,1813,18.0
2023,6,1013,10.0
2019,7,925,9.0
2022,39,512,5.0
2021,23,735,7.0
2020,16,1113,11.0
2021,44,2432,24.0
2021,34,2521,25.0
2021,17,2011,20.0
2021,38,1125,11.0
2020,20,1915,19.0
2023,45,411,4.0
2022,27,1422,14.0
2019,19,1913,19.0
2023,42,633,6.0
2020,41,834,8.0
2019,40,524,5.0
2023,16,1114,11.0
2020,14,2512,25.0
2019,45,1211,12.0
2019,40,212,2.0
2020,30,2234,22.0
2019,49,1212,12.0
2021,42,132,1.0
2021,14,712,7.0
2020,9,1033,10.0
2020,30,1922,19.0
2022,30,1711,17.0
2019,44,235,2.0
2021,23,1134,11.0
2020,22,1733,17.0
2021,1,1915,19.0
2022,11,1413,14.0
2020,2,1122,11.0
2022,18,1632,16.0
2020,5,2031,20.0
2021,53,2213,22.0
2022,3,2223,22.0
2021,46,2012,20.0
2019,35,132,1.0
2023,6,131,1.0
2022,41,414,4.0
2023,42,711,7.0
2020,17,1911,19.0
2023,22,311,3.0
2020,13,1623,16.0
2022,28,1125,11.0
2023,15,2221,22.0
2023,6,2424,24.0
2020,38,621,6.0
2020,48,2512,25.0
2022,14,724,7.0
2021,30,1654,16.0
2020,4,323,3.0
2019,5,1723,17.0
2021,4,513,5.0
2022,19,1533,15.0
2021,9,631,6.0
2021,23,431,4.0
2022,35,2431,24.0
2021,23,923,9.0
2020,53,1824,18.0
2022,22,1032,10.0
2021,21,835,8.0
2021,40,634,6.0
2022,28,823,8.0
2020,22,331,3.0
2019,21,835,8.0
2023,9,2024,20.0
2023,9,2514,25.0
2023,9,1531,15.0
2021,26,935,9.0
2021,45,922,9.0
2023,7,622,6.0
2019,21,1122,11.0
2023,24,414,4.0
2019,19,1223,12.0
2019,20,1115,11.0
2019,35,2024,20.0
2020,34,924,9.0
2019,16,334,3.0
2019,29,2533,25.0
2023,32,1654,16.0
2020,21,2032,20.0
2019,48,1431,14.0
2023,52,433,4.0
2021,8,1833,18.0
2021,37,1932,19.0
2022,47,1935,19.0
2023,12,1125,11.0
2019,45,1531,15.0
2020,33,1124,11.0
2022,27,421,4.0
2019,36,111,1.0
2020,25,1935,19.0
2021,12,1113,11.0
2020,47,2011,20.0
2023,43,934,9.0
2022,10,324,3.0
2019,9,613,6.0
2020,42,1531,15.0
2019,14,934,9.0
2023,26,1215,12.0
2020,41,2411,24.0
2023,6,914,9.0
2023,22,132,1.0
2023,12,2424,24.0
2023,1,1624,16.0
2020,41,612,6.0
2021,8,914,9.0
2023,29,231,2.0
2019,50,223,2.0
2023,6,1913,19.0
2021,33,624,6.0
2020,12,731,7.0
2019,43,1624,16.0
2020,34,1034,10.0
2023,23,1212,12.0
2021,49,2523,25.0
2022,33,1123,11.0
2019,52,1933,19.0
2021,12,835,8.0
2019,40,824,8.0
2022,33,432,4.0
2020,23,313,3.0
2019,4,2512,25.0
2022,23,1621,16.0
2019,48,823,8.0
2023,24,1412,14.0
2022,6,822,8.0
2019,25,1032,10.0
2023,13,423,4.0
2020,43,1023,10.0
2019,3,1533,15.0
2023,11,222,2.0
2020,50,2413,24.0
2020,35,111,1.0
2021,37,2532,25.0
2022,29,911,9.0
2023,15,513,5.0
2020,14,1232,12.0
2022,36,213,2.0
2020,46,511,5.0
2022,38,912,9.0
2021,33,121,1.0
2019,40,632,6.0
2019,13,411,4.0
2020,27,2232,22.0
2022,20,1732,17.0
2019,39,531,5.0
2022,38,2512,25.0
2021,8,932,9.0
2019,46,1032,10.0
2019,18,1021,10.0
2021,39,2023,20.0
2021,32,813,8.0
2021,33,215,2.0
2022,25,1724,17.0
2021,12,1021,10.0
2023,24,624,6.0
2023,20,1811,18.0
2023,20,1632,16.0
2022,25,1652,16.0
2022,12,1633,16.0
2021,47,1822,18.0
2023,11,621,6.0
2020,36,1033,10.0
2019,45,224,2.0
2020,37,726,7.0
2020,25,1712,17.0
2021,7,1213,12.0
2020,44,231,2.0
2021,36,2532,25.0
2022,21,321,3.0
2023,35,212,2.0
2023,14,1235,12.0
2022,52,1113,11.0
2022,24,2011,20.0
2019,50,1135,11.0
2023,6,234,2.0
2021,53,823,8.0
2022,5,232,2.0
2021,42,623,6.0
2019,9,1022,10.0
2023,18,831,8.0
2021,1,1822,18.0
2023,30,2512,25.0
2020,34,1131,11.0
2022,29,2213,22.0
2021,4,1233,12.0
2019,47,614,6.0
2019,31,1531,15.0
2022,17,323,3.0
2021,47,1221,12.0
2020,4,913,9.0
2023,36,912,9.0
2019,48,431,4.0
2022,43,1215,12.0
2019,11,812,8.0
2019,17,1522,15.0
2021,35,823,8.0
2019,42,1814,18.0
2020,25,513,5.0
2020,38,2024,20.0
2020,53,414,4.0
2022,13,2533,25.0
2019,42,1031,10.0
2019,14,1653,16.0
2021,53,1913,19.0
2020,10,935,9.0
2022,51,1934,19.0
2020,9,834,8.0
2020,49,313,3.0
2023,12,2033,20.0
2019,31,1622,16.0
2019,34,422,4.0
2019,2,2411,24.0
2023,35,1823,18.0
2021,8,1213,12.0
2020,42,833,8.0
2023,1,1114,11.0
2022,12,2525,25.0
2019,14,1512,15.0
2019,35,1422,14.0
2020,33,1833,18.0
2021,16,726,7.0
2020,24,2032,20.0
2021,7,934,9.0
2020,6,132,1.0
2021,51,1512,15.0
2022,18,2533,25.0
2019,9,823,8.0
2019,9,932,9.0
2020,35,2523,25.0
2022,5,624,6.0
2019,12,423,4.0
2020,1,511,5.0
2019,22,634,6.0
2022,15,2523,25.0
2023,4,523,5.0
2020,51,1214,12.0
2023,21,1912,19.0
2022,24,213,2.0
2023,3,211,2.0
2022,33,1915,19.0
2020,4,924,9.0
2020,21,2431,24.0
2019,1,433,4.0
2020,46,1624,16.0
2020,10,1611,16.0
2022,17,1523,15.0
2021,12,913,9.0
